Attendee_ID,Event_ID,Registration_Date,Event_Date,Event_Type,Location,Topic,Career_Stage,Geographic_Region,CAS_Credential_Status,First_Time_Attendee_Flag,Member_Status
A0797,E080,2023-01-01,2024-04-07,Workshop,New York,Topic 4,Mid-Career,North East,Non-Member,False,Non-Member
A0432,E166,2022-04-28,2022-07-03,Webinar,Online,Topic 17,Executive,South,Associate,True,Member
A0225,E073,2022-04-02,2022-10-07,Workshop,Miami,Topic 3,Entry-Level,South,Non-Member,False,Non-Member
A0216,E090,2022-08-09,2023-10-19,Workshop,San Francisco,Topic 5,Entry-Level,Mid-West,Non-Member,True,Non-Member
A0840,E133,2022-02-12,2024-10-21,Webinar,Online,Topic 17,Mid-Career,West,Credentialed,False,Member
A0676,E105,2024-04-14,2024-12-02,Seminar,Miami,Topic 12,Entry-Level,North East,Non-Member,False,Non-Member
A0537,E073,2022-05-10,2022-10-07,Workshop,Miami,Topic 3,Mid-Career,Mid-West,Associate,False,Member
A0599,E074,2023-10-28,2023-12-01,Local Chapter Event,Miami,Topic 1,Mid-Career,South,Associate,False,Member
A0694,E125,2022-05-06,2022-06-19,Workshop,San Francisco,Topic 2,Executive,North East,Non-Member,False,Non-Member
A0314,E070,2023-05-22,2023-10-21,Webinar,Online,Topic 17,Senior,Mid-West,Non-Member,False,Non-Member
A0082,E087,2022-01-03,2022-01-05,Workshop,Miami,Topic 15,Senior,North East,Non-Member,True,Non-Member
A0805,E148,2023-01-04,2024-05-02,Webinar,Online,Topic 17,Student,North East,Credentialed,True,Member
A0897,E117,2022-04-16,2023-03-31,Local Chapter Event,Houston,Topic 19,Entry-Level,West,Non-Member,True,Non-Member
A0495,E003,2022-03-17,2022-03-29,Workshop,San Francisco,Topic 2,Entry-Level,West,Associate,True,Member
A0216,E192,2023-03-26,2023-10-24,Seminar,Houston,Topic 11,Entry-Level,Mid-West,Non-Member,False,Non-Member
A0536,E035,2023-04-30,2023-06-25,Seminar,San Francisco,Topic 19,Senior,North East,Non-Member,False,Non-Member
A0976,E016,2022-09-01,2023-12-04,Webinar,Online,Topic 12,Executive,South,Credentialed,False,Member
A0950,E144,2022-09-25,2023-01-25,Local Chapter Event,Miami,Topic 15,Senior,Mid-West,Associate,False,Member
A0705,E079,2023-08-04,2024-01-29,Workshop,Chicago,Topic 13,Mid-Career,South,Non-Member,False,Non-Member
A0299,E069,2023-01-30,2024-08-17,Local Chapter Event,Houston,Topic 16,Entry-Level,International,Credentialed,False,Member
A0075,E103,2022-06-28,2023-11-21,Webinar,Online,Topic 1,Student,International,Credentialed,False,Member
A0215,E199,2022-01-04,2022-06-22,Webinar,Online,Topic 6,Entry-Level,Mid-West,Non-Member,True,Non-Member
A0716,E007,2022-06-11,2024-05-06,Seminar,San Francisco,Topic 10,Senior,North East,Non-Member,False,Non-Member
A0869,E176,2023-04-01,2024-03-04,Webinar,Online,Topic 15,Senior,International,Credentialed,False,Member
A0928,E132,2023-09-22,2024-04-08,Webinar,Online,Topic 7,Senior,South,Credentialed,False,Member
A0676,E032,2022-01-02,2024-05-20,Annual Meeting,Chicago,Topic 10,Entry-Level,North East,Non-Member,False,Non-Member
A0188,E056,2024-03-09,2024-06-15,Annual Meeting,Houston,Topic 5,Senior,International,Associate,False,Member
A0592,E058,2022-11-22,2024-03-26,Webinar,Online,Topic 1,Student,North East,Non-Member,False,Non-Member
A0640,E051,2023-09-12,2024-07-17,Workshop,Chicago,Topic 8,Senior,International,Associate,False,Member
A0109,E116,2022-12-23,2023-03-21,Local Chapter Event,Houston,Topic 9,Executive,Mid-West,Credentialed,False,Member
A0676,E068,2022-07-01,2024-03-08,Webinar,Online,Topic 15,Entry-Level,North East,Non-Member,False,Non-Member
A0466,E178,2024-07-03,2024-11-15,Local Chapter Event,New York,Topic 3,Mid-Career,Mid-West,Non-Member,False,Non-Member
A0534,E066,2023-01-20,2023-04-15,Seminar,Miami,Topic 19,Mid-Career,International,Credentialed,True,Member
A0812,E103,2022-10-13,2023-11-21,Webinar,Online,Topic 1,Senior,North East,Credentialed,True,Member
A0822,E090,2022-12-03,2023-10-19,Workshop,San Francisco,Topic 5,Senior,North East,Non-Member,True,Non-Member
A0238,E142,2022-04-10,2023-05-17,Annual Meeting,New York,Topic 1,Mid-Career,International,Credentialed,False,Member
A0123,E082,2022-05-21,2023-04-16,Annual Meeting,Chicago,Topic 2,Mid-Career,South,Associate,False,Member
A0541,E135,2022-01-13,2022-02-27,Annual Meeting,Miami,Topic 15,Student,West,Credentialed,True,Member
A0867,E133,2022-04-17,2024-10-21,Webinar,Online,Topic 17,Mid-Career,South,Associate,True,Member
A0032,E074,2022-03-11,2023-12-01,Local Chapter Event,Miami,Topic 1,Mid-Career,South,Associate,True,Member
A0813,E106,2023-02-22,2023-05-14,Webinar,Online,Topic 17,Student,North East,Credentialed,False,Member
A0996,E100,2022-03-04,2023-03-18,Workshop,Miami,Topic 13,Senior,Mid-West,Credentialed,False,Member
A0697,E029,2023-04-08,2023-11-15,Webinar,Online,Topic 3,Student,West,Non-Member,False,Non-Member
A0921,E143,2022-06-20,2023-04-06,Webinar,Online,Topic 13,Student,Mid-West,Non-Member,False,Non-Member
A0157,E079,2022-03-24,2024-01-29,Workshop,Chicago,Topic 13,Mid-Career,South,Non-Member,True,Non-Member
A0075,E014,2022-01-19,2022-02-04,Local Chapter Event,Houston,Topic 18,Student,International,Credentialed,True,Member
A0874,E186,2022-01-17,2022-01-25,Webinar,Online,Topic 3,Mid-Career,Mid-West,Credentialed,True,Member
A0985,E057,2023-12-10,2024-11-26,Local Chapter Event,New York,Topic 9,Mid-Career,South,Non-Member,False,Non-Member
A0887,E097,2024-03-16,2024-06-30,Annual Meeting,Miami,Topic 7,Senior,Mid-West,Credentialed,False,Member
A0520,E044,2023-01-10,2023-01-20,Seminar,Chicago,Topic 12,Mid-Career,South,Non-Member,False,Non-Member
A0581,E159,2022-08-23,2023-09-16,Workshop,Miami,Topic 14,Mid-Career,South,Associate,False,Member
A0032,E033,2023-06-27,2024-06-10,Seminar,New York,Topic 4,Mid-Career,South,Associate,False,Member
A0114,E029,2022-09-11,2023-11-15,Webinar,Online,Topic 3,Senior,North East,Non-Member,False,Non-Member
A0798,E137,2022-01-04,2022-02-16,Webinar,Online,Topic 14,Mid-Career,Mid-West,Non-Member,True,Non-Member
A0430,E068,2022-05-22,2024-03-08,Webinar,Online,Topic 15,Entry-Level,Mid-West,Associate,False,Member
A0743,E044,2022-05-11,2023-01-20,Seminar,Chicago,Topic 12,Mid-Career,North East,Non-Member,True,Non-Member
A0445,E041,2022-02-01,2023-03-18,Local Chapter Event,Chicago,Topic 3,Student,West,Associate,True,Member
A0047,E130,2022-01-14,2022-02-08,Workshop,Miami,Topic 13,Entry-Level,North East,Credentialed,True,Member
A0622,E069,2024-03-23,2024-08-17,Local Chapter Event,Houston,Topic 16,Student,Mid-West,Credentialed,False,Member
A0886,E055,2023-05-31,2024-10-13,Workshop,New York,Topic 2,Student,Mid-West,Associate,False,Member
A0026,E057,2024-03-22,2024-11-26,Local Chapter Event,New York,Topic 9,Student,West,Associate,False,Member
A0188,E186,2022-01-13,2022-01-25,Webinar,Online,Topic 3,Senior,International,Associate,True,Member
A0484,E194,2022-04-09,2022-08-31,Annual Meeting,Miami,Topic 4,Mid-Career,North East,Non-Member,True,Non-Member
A0556,E022,2023-05-07,2023-06-05,Webinar,Online,Topic 12,Entry-Level,West,Associate,True,Member
A0255,E125,2022-01-09,2022-06-19,Workshop,San Francisco,Topic 2,Entry-Level,South,Non-Member,True,Non-Member
A0610,E057,2022-10-09,2024-11-26,Local Chapter Event,New York,Topic 9,Mid-Career,West,Credentialed,False,Member
A0275,E005,2022-11-25,2023-01-21,Seminar,Miami,Topic 1,Senior,North East,Credentialed,False,Member
A0702,E083,2023-11-14,2023-12-28,Webinar,Online,Topic 19,Senior,North East,Credentialed,False,Member
A0413,E167,2024-03-12,2024-09-10,Annual Meeting,Miami,Topic 2,Mid-Career,West,Credentialed,False,Member
A0979,E097,2024-03-02,2024-06-30,Annual Meeting,Miami,Topic 7,Student,Mid-West,Non-Member,False,Non-Member
A0647,E026,2022-03-14,2022-08-19,Webinar,Online,Topic 7,Mid-Career,Mid-West,Non-Member,True,Non-Member
A0645,E106,2023-03-30,2023-05-14,Webinar,Online,Topic 17,Senior,Mid-West,Associate,True,Member
A0689,E026,2022-07-27,2022-08-19,Webinar,Online,Topic 7,Senior,South,Credentialed,True,Member
A0269,E156,2022-01-24,2022-06-03,Workshop,San Francisco,Topic 18,Student,West,Non-Member,True,Non-Member
A0865,E018,2024-03-09,2024-03-26,Workshop,Houston,Topic 8,Senior,North East,Associate,False,Member
A0794,E144,2022-06-04,2023-01-25,Local Chapter Event,Miami,Topic 15,Entry-Level,International,Credentialed,False,Member
A0558,E050,2022-03-14,2022-05-27,Workshop,Houston,Topic 9,Mid-Career,West,Credentialed,True,Member
A0988,E074,2023-03-23,2023-12-01,Local Chapter Event,Miami,Topic 1,Mid-Career,North East,Associate,False,Member
A0925,E186,2022-01-23,2022-01-25,Webinar,Online,Topic 3,Mid-Career,Mid-West,Credentialed,True,Member
A0246,E006,2022-05-21,2023-04-05,Webinar,Online,Topic 12,Mid-Career,West,Associate,False,Member
A0099,E142,2022-06-01,2023-05-17,Annual Meeting,New York,Topic 1,Entry-Level,West,Non-Member,False,Non-Member
A0944,E199,2022-03-31,2022-06-22,Webinar,Online,Topic 6,Mid-Career,Mid-West,Non-Member,True,Non-Member
A0653,E138,2022-09-09,2023-10-18,Webinar,Online,Topic 11,Entry-Level,International,Associate,False,Member
A0521,E079,2022-08-15,2024-01-29,Workshop,Chicago,Topic 13,Executive,Mid-West,Non-Member,False,Non-Member
A0051,E186,2022-01-07,2022-01-25,Webinar,Online,Topic 3,Entry-Level,West,Non-Member,True,Non-Member
A0131,E120,2023-03-09,2023-07-23,Seminar,Miami,Topic 10,Student,International,Non-Member,False,Non-Member
A0329,E116,2022-11-20,2023-03-21,Local Chapter Event,Houston,Topic 9,Entry-Level,West,Associate,False,Member
A0651,E121,2022-05-10,2024-07-23,Local Chapter Event,Chicago,Topic 5,Student,North East,Non-Member,False,Non-Member
A0091,E092,2023-12-24,2024-10-09,Annual Meeting,Chicago,Topic 1,Senior,International,Credentialed,True,Member
A0524,E077,2022-10-21,2024-02-24,Webinar,Online,Topic 9,Entry-Level,International,Credentialed,True,Member
A0173,E176,2023-02-11,2024-03-04,Webinar,Online,Topic 15,Executive,North East,Credentialed,False,Member
A0356,E139,2022-01-30,2024-11-01,Local Chapter Event,Houston,Topic 8,Entry-Level,North East,Credentialed,False,Member
A0931,E143,2022-02-12,2023-04-06,Webinar,Online,Topic 13,Student,North East,Non-Member,False,Non-Member
A0755,E002,2022-03-08,2022-05-02,Seminar,San Francisco,Topic 11,Entry-Level,North East,Non-Member,False,Non-Member
A0166,E031,2023-05-22,2024-10-25,Webinar,Online,Topic 14,Executive,West,Associate,False,Member
A0149,E065,2022-12-29,2023-02-05,Workshop,Houston,Topic 19,Entry-Level,Mid-West,Associate,False,Member
A0379,E198,2023-07-11,2024-04-26,Workshop,Chicago,Topic 19,Mid-Career,International,Credentialed,False,Member
A0356,E028,2023-10-02,2024-11-22,Annual Meeting,Miami,Topic 3,Entry-Level,North East,Credentialed,False,Member
A0379,E168,2022-05-12,2022-07-24,Seminar,San Francisco,Topic 16,Mid-Career,International,Credentialed,True,Member
A0076,E194,2022-08-03,2022-08-31,Annual Meeting,Miami,Topic 4,Entry-Level,West,Associate,True,Member
A0069,E099,2023-12-30,2024-03-12,Seminar,Chicago,Topic 19,Mid-Career,North East,Non-Member,False,Non-Member
A0927,E161,2022-06-24,2024-02-03,Local Chapter Event,Chicago,Topic 2,Senior,International,Non-Member,False,Non-Member
A0677,E115,2022-02-01,2023-11-30,Annual Meeting,Houston,Topic 12,Entry-Level,Mid-West,Associate,False,Member
A0523,E087,2022-01-03,2022-01-05,Workshop,Miami,Topic 15,Senior,West,Credentialed,True,Member
A0617,E027,2022-04-14,2022-07-20,Webinar,Online,Topic 2,Mid-Career,South,Associate,False,Member
A0101,E021,2023-11-24,2024-11-30,Seminar,Miami,Topic 1,Entry-Level,International,Associate,False,Member
A0941,E085,2022-09-13,2023-11-13,Webinar,Online,Topic 11,Entry-Level,Mid-West,Associate,False,Member
A0317,E038,2022-01-26,2022-07-09,Seminar,New York,Topic 13,Mid-Career,North East,Non-Member,True,Non-Member
A0386,E121,2023-03-31,2024-07-23,Local Chapter Event,Chicago,Topic 5,Mid-Career,International,Non-Member,False,Non-Member
A0681,E067,2022-11-04,2023-03-14,Local Chapter Event,San Francisco,Topic 2,Senior,Mid-West,Associate,True,Member
A0773,E013,2023-07-15,2024-08-13,Seminar,Miami,Topic 8,Mid-Career,North East,Credentialed,False,Member
A0921,E057,2022-11-29,2024-11-26,Local Chapter Event,New York,Topic 9,Student,Mid-West,Non-Member,False,Non-Member
A0606,E005,2022-12-26,2023-01-21,Seminar,Miami,Topic 1,Senior,West,Associate,False,Member
A0205,E185,2022-01-04,2022-03-27,Workshop,Houston,Topic 17,Mid-Career,International,Credentialed,True,Member
A0892,E053,2022-03-11,2022-05-31,Workshop,Chicago,Topic 3,Student,Mid-West,Non-Member,False,Non-Member
A0472,E104,2022-07-20,2024-08-14,Workshop,Miami,Topic 12,Senior,Mid-West,Credentialed,False,Member
A0216,E178,2022-01-17,2024-11-15,Local Chapter Event,New York,Topic 3,Entry-Level,Mid-West,Non-Member,False,Non-Member
A0498,E116,2023-01-01,2023-03-21,Local Chapter Event,Houston,Topic 9,Mid-Career,West,Non-Member,False,Non-Member
A0551,E089,2022-09-12,2022-09-26,Local Chapter Event,Chicago,Topic 19,Student,North East,Credentialed,False,Member
A0728,E112,2023-10-12,2024-09-04,Seminar,Miami,Topic 12,Mid-Career,International,Credentialed,False,Member
A1000,E128,2023-12-02,2024-12-29,Webinar,Online,Topic 19,Entry-Level,International,Non-Member,False,Non-Member
A0507,E015,2024-04-11,2024-10-22,Workshop,Chicago,Topic 4,Mid-Career,West,Credentialed,False,Member
A0325,E169,2022-03-24,2022-04-21,Seminar,San Francisco,Topic 16,Entry-Level,South,Associate,True,Member
A0305,E146,2023-03-30,2024-10-25,Annual Meeting,New York,Topic 1,Senior,International,Credentialed,False,Member
A0060,E055,2023-04-20,2024-10-13,Workshop,New York,Topic 2,Entry-Level,South,Credentialed,False,Member
A0978,E029,2022-03-21,2023-11-15,Webinar,Online,Topic 3,Student,International,Credentialed,True,Member
A0433,E033,2023-02-06,2024-06-10,Seminar,New York,Topic 4,Senior,South,Credentialed,False,Member
A0279,E057,2022-07-06,2024-11-26,Local Chapter Event,New York,Topic 9,Mid-Career,North East,Non-Member,False,Non-Member
A0398,E093,2024-02-27,2024-03-12,Seminar,New York,Topic 8,Executive,International,Credentialed,False,Member
A0693,E103,2023-04-12,2023-11-21,Webinar,Online,Topic 1,Student,Mid-West,Associate,False,Member
A0663,E190,2023-05-04,2023-11-23,Webinar,Online,Topic 2,Senior,North East,Non-Member,False,Non-Member
A0530,E073,2022-07-09,2022-10-07,Workshop,Miami,Topic 3,Student,Mid-West,Credentialed,False,Member
A0950,E017,2022-03-12,2022-06-11,Workshop,Houston,Topic 14,Senior,Mid-West,Associate,True,Member
A0995,E120,2022-07-22,2023-07-23,Seminar,Miami,Topic 10,Entry-Level,Mid-West,Associate,True,Member
A0218,E189,2023-01-19,2024-01-18,Seminar,New York,Topic 5,Mid-Career,South,Non-Member,False,Non-Member
A0881,E080,2024-01-10,2024-04-07,Workshop,New York,Topic 4,Entry-Level,West,Non-Member,False,Non-Member
A0753,E021,2022-08-17,2024-11-30,Seminar,Miami,Topic 1,Executive,Mid-West,Non-Member,False,Non-Member
A0785,E032,2022-10-11,2024-05-20,Annual Meeting,Chicago,Topic 10,Mid-Career,West,Associate,False,Member
A0404,E153,2022-04-03,2023-04-02,Seminar,San Francisco,Topic 13,Entry-Level,International,Associate,False,Member
A0437,E061,2023-04-14,2023-05-25,Local Chapter Event,New York,Topic 18,Student,North East,Credentialed,False,Member
A0966,E103,2022-04-12,2023-11-21,Webinar,Online,Topic 1,Student,International,Non-Member,False,Non-Member
A0198,E045,2023-04-09,2023-12-31,Local Chapter Event,Houston,Topic 11,Entry-Level,North East,Credentialed,False,Member
A0237,E026,2022-07-02,2022-08-19,Webinar,Online,Topic 7,Mid-Career,South,Associate,False,Member
A0711,E046,2022-02-01,2022-05-03,Seminar,Miami,Topic 2,Entry-Level,South,Associate,True,Member
A0984,E059,2023-09-11,2023-09-20,Annual Meeting,Houston,Topic 6,Senior,South,Associate,False,Member
A0736,E017,2022-01-25,2022-06-11,Workshop,Houston,Topic 14,Student,Mid-West,Non-Member,True,Non-Member
A0109,E191,2022-01-26,2022-11-11,Local Chapter Event,Miami,Topic 1,Executive,Mid-West,Credentialed,True,Member
A0187,E032,2022-02-07,2024-05-20,Annual Meeting,Chicago,Topic 10,Executive,North East,Credentialed,False,Member
A0794,E137,2022-01-09,2022-02-16,Webinar,Online,Topic 14,Entry-Level,International,Credentialed,True,Member
A0916,E182,2022-02-23,2022-12-29,Workshop,Miami,Topic 18,Mid-Career,Mid-West,Credentialed,False,Member
A0860,E099,2024-02-19,2024-03-12,Seminar,Chicago,Topic 19,Mid-Career,International,Associate,False,Member
A0799,E177,2022-04-11,2024-12-15,Local Chapter Event,Miami,Topic 17,Senior,South,Credentialed,False,Member
A0415,E171,2023-04-09,2023-10-29,Webinar,Online,Topic 18,Entry-Level,North East,Credentialed,False,Member
A0883,E075,2022-03-08,2022-05-08,Workshop,Chicago,Topic 3,Mid-Career,International,Non-Member,False,Non-Member
A0123,E136,2022-01-19,2022-03-21,Workshop,San Francisco,Topic 5,Mid-Career,South,Associate,True,Member
A0439,E050,2022-05-18,2022-05-27,Workshop,Houston,Topic 9,Entry-Level,South,Non-Member,True,Non-Member
A0483,E139,2024-07-24,2024-11-01,Local Chapter Event,Houston,Topic 8,Student,Mid-West,Non-Member,False,Non-Member
A0906,E171,2023-07-15,2023-10-29,Webinar,Online,Topic 18,Senior,West,Credentialed,False,Member
A0818,E151,2022-09-18,2024-02-10,Webinar,Online,Topic 5,Senior,Mid-West,Credentialed,False,Member
A0988,E078,2022-05-02,2022-09-03,Workshop,Miami,Topic 10,Mid-Career,North East,Associate,True,Member
A0243,E081,2022-08-15,2023-11-16,Seminar,Houston,Topic 19,Student,West,Non-Member,True,Non-Member
A0518,E067,2022-01-13,2023-03-14,Local Chapter Event,San Francisco,Topic 2,Senior,International,Non-Member,False,Non-Member
A0237,E066,2023-02-12,2023-04-15,Seminar,Miami,Topic 19,Mid-Career,South,Associate,False,Member
A0925,E081,2022-08-11,2023-11-16,Seminar,Houston,Topic 19,Mid-Career,Mid-West,Credentialed,False,Member
A0156,E142,2023-04-11,2023-05-17,Annual Meeting,New York,Topic 1,Executive,South,Credentialed,False,Member
A0416,E070,2022-09-20,2023-10-21,Webinar,Online,Topic 17,Mid-Career,Mid-West,Associate,False,Member
A0680,E047,2022-01-25,2022-07-17,Workshop,New York,Topic 9,Senior,West,Credentialed,True,Member
A0321,E018,2022-11-10,2024-03-26,Workshop,Houston,Topic 8,Mid-Career,North East,Associate,False,Member
A0363,E156,2022-06-01,2022-06-03,Workshop,San Francisco,Topic 18,Student,International,Credentialed,True,Member
A0981,E162,2024-01-17,2024-03-08,Webinar,Online,Topic 19,Executive,International,Non-Member,False,Non-Member
A0675,E116,2022-10-12,2023-03-21,Local Chapter Event,Houston,Topic 9,Entry-Level,International,Associate,True,Member
A0379,E024,2022-04-29,2023-08-16,Webinar,Online,Topic 3,Mid-Career,International,Credentialed,False,Member
A0237,E053,2022-04-11,2022-05-31,Workshop,Chicago,Topic 3,Mid-Career,South,Associate,True,Member
A0261,E049,2022-11-25,2023-10-22,Workshop,Houston,Topic 19,Entry-Level,Mid-West,Credentialed,True,Member
A0103,E063,2023-03-18,2024-08-14,Seminar,New York,Topic 4,Senior,North East,Associate,False,Member
A0293,E007,2022-04-03,2024-05-06,Seminar,San Francisco,Topic 10,Entry-Level,West,Credentialed,False,Member
A0935,E190,2023-05-27,2023-11-23,Webinar,Online,Topic 2,Executive,Mid-West,Credentialed,False,Member
A0490,E108,2022-01-08,2024-10-18,Webinar,Online,Topic 9,Entry-Level,Mid-West,Associate,False,Member
A0742,E156,2022-04-19,2022-06-03,Workshop,San Francisco,Topic 18,Executive,West,Associate,True,Member
A0735,E111,2023-02-09,2023-04-02,Webinar,Online,Topic 3,Entry-Level,Mid-West,Credentialed,True,Member
A0595,E124,2024-04-15,2024-07-01,Seminar,Miami,Topic 8,Mid-Career,North East,Associate,False,Member
A0471,E007,2023-04-01,2024-05-06,Seminar,San Francisco,Topic 10,Student,South,Credentialed,False,Member
